# Diamond_cryo_no_bc_open1_6vx6h at temperature 289.162 K.
# File generated by IDL:
# Instrument: NOMAD
#TOF                  Is/Iv                   Error
  747.893740702         1.076468349           0.057456670                     
  748.834720328         1.113981009           0.057118888                     
  749.776892253         1.143088102           0.056639445                     
  750.720341641         1.089378595           0.056750692                     
  751.664898165         1.084540248           0.056258273                     
  752.610646988         1.167208076           0.055716735                     
  753.557588110         1.113310814           0.055488229                     
  754.505721532         1.154428005           0.055067394                     
  755.455047253         1.157133698           0.055241986                     
  756.405565273         1.038192511           0.054963404                     
  757.357275592         1.077810645           0.054714053                     
  758.310178211         1.106685281           0.054668624                     
  759.264273129         1.106941342           0.054049759                     
  760.219645511         1.127796412           0.054592116                     
  761.176125027         1.117322683           0.054928554                     
  762.133882007         1.147316694           0.054503415                     
  763.092746122         1.143936515           0.054564231                     
  764.052887701         1.190160275           0.054517604                     
  765.014221579         1.124722362           0.054144801                     
  765.976747756         1.205090404           0.053858318                     
  766.940551397         1.306704164           0.053954407                     
  767.905547337         1.210221648           0.054115832                     
  768.871735576         1.223481178           0.053962831                     
  769.839116115         1.306232691           0.053817636                     
  770.807688952         1.358389616           0.053913536                     
  771.777539254         1.341945052           0.053940389                     
  772.748667019         1.352257490           0.053963713                     
  773.720901919         1.381943464           0.054242661                     
  774.694414282         1.323562145           0.054310938                     
  775.669118945         1.394164562           0.053997578                     
  776.645101071         1.435127854           0.053660794                     
  777.622275496         1.364709616           0.053225453                     
  778.600727386         1.299713969           0.052819830                     
  779.580371574         1.366038561           0.052796329                     
  780.561208061         1.357580781           0.052625896                     
  781.543322013         1.297673464           0.052619035                     
  782.526628263         1.340486407           0.052642728                     
  783.511211977         1.322344780           0.052625896                     
  784.497073154         1.391883612           0.052490925                     
  785.484126631         1.401574373           0.051996903                     
  786.472457571         1.363205791           0.052056351                     
  787.461980811         1.387140870           0.052040277                     
  788.452781514         1.422260046           0.051945081                     
  789.444859680         1.425136209           0.052460569                     
  790.438130146         1.388432741           0.052218236                     
  791.432678075         1.421955705           0.052241983                     
  792.428418304         1.511492848           0.052577568                     
  793.425435996         1.525417089           0.052363601                     
  794.423731152         1.523434043           0.052521743                     
  795.423303771         1.578403234           0.052686420                     
  796.424153854         1.603666186           0.052905729                     
  797.426196235         1.671412110           0.053250310                     
  798.429516081         1.778652668           0.053291231                     
  799.434113390         1.713980556           0.053459219                     
  800.439988162         1.728015542           0.053189927                     
  801.447140398         1.706421971           0.053192422                     
  802.455484934         1.729654193           0.052555901                     
  803.465106933         1.742824078           0.052824986                     
  804.476091559         1.744854212           0.052885720                     
  805.488268485         1.702811480           0.052814930                     
  806.501722874         1.707798958           0.052495586                     
  807.516539891         1.732041121           0.052392896                     
  808.532549208         1.703120232           0.051766711                     
  809.549835988         1.662441373           0.051496762                     
  810.568400231         1.578206539           0.051312408                     
  811.588241938         1.575073957           0.051248134                     
  812.609446273         1.503375053           0.050997465                     
  813.631842907         1.480773568           0.050756204                     
  814.655602169         1.538976431           0.050107761                     
  815.680553730         1.431538105           0.049996226                     
  816.706953083         1.368067622           0.049518834                     
  817.734544735         1.343905807           0.049098969                     
  818.763413851         1.302065492           0.048733795                     
  819.793560430         1.310665011           0.048765397                     
  820.825069637         1.237530947           0.048176575                     
  821.857856308         1.215315700           0.047699977                     
  822.891920442         1.192689061           0.047365971                     
  823.927262039         1.139577150           0.047406196                     
  824.963966265         1.108580232           0.047160703                     
  826.001947954         1.094346046           0.046377007                     
  827.041207106         1.060902953           0.046527571                     
  828.081828886         1.126474619           0.046554144                     
  829.123728130         0.999060690           0.045720922                     
  830.166904837         0.954300642           0.045813467                     
  831.211444172         0.993026555           0.045844195                     
  832.257260970         0.976531148           0.045488933                     
  833.304440396         0.957188487           0.045488402                     
  834.352897286         1.022945881           0.045789751                     
  835.402716804         0.947211206           0.045705117                     
  836.453813785         1.038630843           0.045907526                     
  837.506273393         1.043977737           0.045569457                     
  838.560010466         1.047907114           0.045679041                     
  839.615110165         1.085214972           0.045945913                     
  840.671487329         1.064786792           0.045756970                     
  841.729227120         1.161173224           0.045845619                     
  842.788329539         1.135968566           0.045602325                     
  843.848709422         1.177418113           0.045961094                     
  844.910451932         1.248299599           0.046542703                     
  845.973557070         1.238774419           0.046233598                     
  847.037939672         1.424286842           0.047284197                     
  848.103684901         1.422636390           0.046714322                     
  849.170792758         1.522833705           0.047462602                     
  850.239263243         1.563780308           0.047556532                     
  851.309011191         1.619645476           0.047741698                     
  852.380121767         1.657868028           0.048120513                     
  853.452594971         1.703468919           0.048436051                     
  854.526430802         1.782055259           0.048963747                     
  855.601629262         1.784893632           0.048398595                     
  856.678105185         1.858915448           0.048773918                     
  857.756028899         1.927195549           0.048823806                     
  858.835230078         1.890416026           0.048781542                     
  859.915879048         1.877870083           0.048408535                     
  860.997805482         1.804744482           0.048189059                     
  862.081094543         1.788130045           0.048099098                     
  863.165831397         1.800370216           0.048344926                     
  864.251845714         1.752802253           0.047900159                     
  865.339222659         1.847679734           0.047926082                     
  866.428047396         1.714923978           0.047557097                     
  867.518149596         1.739067316           0.046899837                     
  868.609699588         1.677294254           0.046652789                     
  869.702612208         1.633052588           0.046394338                     
  870.796887456         1.562744141           0.045779295                     
  871.892525332         1.518146753           0.045600483                     
  872.989525835         1.480442286           0.045410389                     
  874.087974130         1.424276471           0.044936195                     
  875.187699889         1.311440229           0.044370702                     
  876.288873440         1.297343016           0.044127685                     
  877.391409618         1.301146507           0.044240948                     
  878.495393589         1.305812478           0.044324238                     
  879.600740187         1.276144505           0.043316835                     
  880.707449413         1.242725134           0.043482852                     
  881.815521267         1.230112791           0.043147672                     
  882.925040913         1.256432056           0.043063495                     
  884.036008351         1.244321346           0.043063612                     
  885.148253252         1.224310040           0.043069070                     
  886.261945945         1.240439177           0.042864969                     
  887.377086430         1.237964153           0.043110285                     
  888.493589543         1.281595111           0.043286107                     
  889.611540448         1.275018573           0.043117858                     
  890.730853981         1.313465357           0.043111602                     
  891.851530142         1.299306393           0.042885297                     
  892.973654094         1.305483341           0.043374969                     
  894.097225838         1.320343614           0.043397035                     
  895.222245375         1.310891747           0.043233772                     
  896.348627539         1.354811907           0.043373722                     
  897.476457495         1.389844894           0.043044836                     
  898.605650079         1.345440626           0.042668500                     
  899.736290455         1.346066117           0.043009086                     
  900.868293459         1.365650535           0.042934146                     
  902.001829419         1.363129854           0.042621452                     
  903.136728006         1.374080658           0.042596614                     
  904.273074386         1.308526993           0.042516153                     
  905.410783393         1.275325418           0.042254789                     
  906.550025357         1.302553654           0.042109763                     
  907.690629948         1.295778155           0.041848992                     
  908.832682331         1.243583441           0.041551041                     
  909.976182507         1.201903582           0.041758043                     
  911.121130474         1.186723113           0.041584832                     
  912.267526233         1.152880907           0.041333800                     
  913.415369784         1.109645367           0.041267647                     
  914.564661128         1.047832251           0.040939135                     
  915.715315099         1.047672629           0.040722051                     
  916.867502026         1.015411139           0.040706919                     
  918.021136745         0.993310690           0.040737796                     
  919.176219256         1.008916855           0.040455101                     
